Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
ADMINISTRACIÓN DE EMPRESAS,Femenino,31154,32,10,25,25,25,25,4,25,4,25,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32971,27,3,14,11,47,37,2,904,3,134,2,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31659,31,2,8,7,27,24,3,232,3,7,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31917,30,4,29,24,99,82,2,668,3,276,6,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30272,35,1,6,6,18,18,3,5,3,5,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,29131,38,10,11,5,11,5,1,166,3,208,3,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,30565,34,4,23,20,63,55,3,466,3,572,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,29937,35,9,41,41,115,115,4,721,4,295,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35373,21,3,8,5,27,17,3,532,4,014,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31537,31,10,60,58,178,171,4,517,3,953,11,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,29300,37,1,6,5,18,15,3,533,3,533,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31629,31,1,12,3,34,9,0,431,1,417,1,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,31140,32,5,35,30,97,83,4,196,3,747,14,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33307,26,8,41,39,136,130,4,05,3,598,6,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30124,35,7,40,39,135,134,4,393,3,965,8,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30493,34,8,44,44,146,146,3,907,4,012,8,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35589,20,3,17,15,57,50,3,608,3,411,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27436,42,1,5,5,5,5,3,5,3,5,0,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,21551,58,10,10,10,11,11,3,706,3,735,1,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27636,42,9,38,38,104,104,4,32,4,125,7,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,30942,33,6,44,26,113,69,2,315,2,904,8,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,33939,24,1,5,0,17,0,1,768,1,768,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,32874,27,1,5,5,19,19,4,4,4,4,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,30857,33,8,41,39,127,121,4,346,4,346,8,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32337,29,9,31,31,87,87,4,254,3,954,4,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,31747,30,10,18,18,19,19,3,67,3,609,3,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35912,19,4,21,20,70,67,3,793,3,938,3,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32289,29,9,34,33,34,33,3,875,3,875,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32327,29,9,54,53,144,141,4,031,3,796,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,32757,28,3,2,2,6,6,3,275,3,648,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,35488,20,3,5,4,17,13,3,344,4,155,0,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,27138,43,9,54,47,141,121,3,1,3,448,12,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,34408,23,3,9,6,30,20,2,835,3,863,1,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Femenino,31812,30,8,58,58,158,158,4,5,4,5,9,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,35098,21,3,12,12,41,41,4,162,4,072,2,ACTIVO
ADMINISTRACIÓN DE EMPRESAS,Masculino,29907,36,10,34,27,34,27,3,61,3,544,8,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Masculino,32639,28,2,16,12,44,34,2,375,3,285,5,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,35201,21,1,5,5,17,17,4,365,4,365,0,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Masculino,34596,23,2,28,9,91,31,0,42,2,24,4,DESERTOR
ADMINISTRACIÓN DE EMPRESAS,Femenino,30682,33,10,26,26,26,26,4,25,4,25,5,GRADUADO
ADMINISTRACIÓN DE EMPRESAS,Femenino,33423,26,5,31,31,103,103,3,928,4,023,5,ACTIVO
